id,grade,gender,unique,lunch,initialsNum
2331,8,0,1,1,39
2333,8,1,0,1,124
2334,8,1,1,2,368
2335,8,0,1,1,341
2336,7,1,1,1,319
2338,8,0,1,1,80
2340,8,0,1,2,346
2341,8,1,0,2,87
2343,7,0,1,1,410
2344,7,1,0,1,90
2346,8,0,1,1,279
2347,8,1,1,1,17
2348,8,1,1,1,454
2350,7,1,1,2,46
2351,8,1,0,1,188
2352,7,1,0,2,132
2356,7,1,1,2,298
2357,8,1,0,1,188
2358,7,1,1,2,291
2359,8,1,1,2,166
2361,7,1,0,1,406
2362,8,1,1,1,451
2363,7,1,1,2,68
2365,7,1,0,1,9
2367,7,0,0,2,335
2369,8,1,1,1,92
2370,8,1,0,2,296
2372,8,0,1,2,424
2376,8,1,1,1,416
2380,8,0,0,2,202
2382,7,1,0,1,2
2385,8,0,0,1,98
2386,7,1,1,2,96
2391,8,0,0,1,68
2392,8,1,0,2,109
2394,7,0,1,2,295
2395,7,0,1,1,434
2398,8,0,1,2,323
2399,8,1,1,1,176
2400,8,1,0,1,284
2401,7,1,1,1,121
2402,8,1,1,1,183
2403,8,0,0,2,439
2404,8,0,1,2,89
2407,7,0,0,1,206
2408,7,1,1,2,344
2410,8,0,1,2,254
2412,8,0,0,1,439
2413,8,0,0,2,109
2415,8,1,1,2,55
2419,7,0,0,1,103
2420,7,0,1,2,435
2423,7,0,0,1,109
2424,7,0,1,1,153
2425,7,1,1,1,359
2426,7,1,0,2,444
2427,7,1,0,1,147
2429,7,0,0,1,13
2430,8,0,0,2,68
2432,8,0,0,2,411
2433,7,1,1,2,392
2442,7,1,1,2,40
2444,8,1,1,2,238
2446,8,1,1,1,236
2450,7,1,1,2,191
2451,7,0,0,1,187
2452,8,0,1,1,246
2454,7,0,0,2,424
2456,8,1,1,1,172
2457,8,0,1,1,310
2458,8,1,1,1,38
2459,8,1,0,99,188
2460,7,0,1,1,241
2461,8,1,1,1,12
2462,8,0,1,2,348
2463,7,0,0,2,67
2466,8,0,1,1,287
2467,8,0,1,1,179
2468,7,1,1,1,295
2470,8,1,0,2,80
2471,7,1,0,2,57
2473,8,1,1,2,66
2475,8,1,1,2,182
2476,8,1,1,2,97
2477,8,99,1,2,368
2478,8,0,0,2,46
2482,8,1,0,2,400
2483,7,1,1,1,422
2484,7,0,1,1,55
2485,7,0,1,1,401
2487,7,1,0,2,175
2488,8,1,1,2,422
2489,7,1,0,1,126
2492,7,0,0,2,253
2494,7,1,1,2,92
2495,7,0,1,2,39
2496,8,1,1,2,438
2497,8,1,1,2,434
2500,8,0,1,2,376
2501,8,0,0,1,324
2504,8,0,0,2,118
2507,8,0,0,1,195
2510,7,0,1,1,35
2513,7,1,0,2,9
2514,7,1,1,1,178
2515,8,1,0,2,285
2516,8,1,0,2,307
2518,7,0,0,1,273
2519,7,0,1,1,274
2522,7,0,0,2,414
2523,7,1,0,1,334
2524,7,1,1,1,142
2526,8,1,1,1,61
2527,7,1,1,2,117
2530,8,1,1,1,452
2535,8,1,0,1,188
2541,8,1,1,1,289
2542,8,1,0,1,35
2543,7,0,0,1,285
2544,7,0,1,2,423
2545,7,0,0,2,415
2546,8,1,1,2,447
2547,8,1,1,1,298
2549,7,1,1,1,103
2552,8,1,0,1,5
2553,7,0,1,1,18
2558,8,0,1,2,206
2560,8,0,1,1,268
2561,7,0,0,2,431
2562,8,0,0,2,117
2563,8,0,0,1,34
2564,7,1,1,1,161
2565,7,0,1,2,283
2566,8,1,1,2,34
2569,7,0,0,1,104
2574,8,1,0,2,57
2575,7,1,1,1,321
2576,8,0,0,2,176
2577,8,0,1,1,260
2578,8,1,0,2,109
2579,8,0,0,2,416
2580,7,1,0,99,114
2581,7,0,0,1,68
2584,8,1,1,2,252
2586,7,0,0,1,116
2589,8,1,0,1,6
2592,8,0,1,2,180
2593,7,0,1,2,141
2594,8,0,1,2,121
2595,8,1,0,1,400
2597,7,0,1,1,405
2600,8,1,0,1,126
2601,8,0,0,1,131
2602,8,1,1,2,84
2603,8,1,1,1,220
2606,8,0,0,2,416
2607,8,0,1,1,440
2609,7,1,0,2,285
2610,8,1,1,2,146
2611,7,1,0,2,57
2612,7,0,0,1,307
2613,7,1,1,1,252
2614,8,0,1,2,138
2616,7,1,0,2,132
2617,7,0,1,1,224
2620,8,0,1,2,335
2621,8,0,0,2,434
2622,7,0,0,2,285
2623,7,1,1,2,300
2624,8,0,0,2,434
2626,7,1,1,2,14
2627,8,0,1,1,33
2628,7,0,1,1,146
2629,8,1,1,2,237
2630,7,0,1,1,289
2632,8,1,1,1,297
2633,7,1,0,2,334
2636,7,0,0,2,109
2638,7,0,0,2,414
2640,8,1,1,2,159
2642,8,0,1,2,186
2647,7,0,0,1,335
2649,8,1,0,2,326
2650,8,0,1,2,110
2654,7,1,1,2,190
2655,7,1,0,1,285
2660,8,0,0,1,176
2661,8,0,0,1,157
2663,7,1,0,2,143
2665,8,1,1,1,395
2666,8,0,0,2,68
2667,8,0,1,2,402
2669,7,1,0,2,11
2671,8,0,1,1,197
2674,8,1,1,2,2
2675,7,1,0,2,176
2676,7,1,0,1,157
2677,8,1,0,1,6
2678,8,1,1,1,189
2680,7,1,1,2,71
2682,7,1,0,1,280
2686,7,0,1,2,352
2687,7,0,0,2,306
2688,7,0,0,1,439
2689,8,0,1,1,317
2691,8,0,0,2,104
2693,8,0,0,2,118
2695,8,1,1,2,16
2696,7,1,0,1,132
2697,7,0,1,2,353
2698,8,0,1,2,291
2699,7,0,0,2,100
3001,7,0,1,1,84
3003,8,1,1,1,86
3006,7,0,1,1,113
3007,8,0,0,2,362
3011,7,1,1,2,409
3012,7,1,0,1,104
3013,7,0,1,1,449
3014,8,1,0,2,448
3015,8,0,1,2,113
3016,8,0,1,2,3
3018,7,1,1,2,113
3020,7,1,0,1,285
3022,7,1,1,1,75
3023,7,0,0,1,431
3024,7,0,0,1,13
3025,7,1,1,2,265
3026,7,1,0,1,453
3027,8,1,1,1,406
3029,7,0,1,1,172
3030,7,1,0,2,17
3032,7,0,1,1,7
3033,7,0,1,1,136
3034,7,0,0,1,414
3037,7,1,0,1,453
3038,7,1,0,1,284
3040,7,1,1,1,166
3041,8,1,0,1,218
3042,7,0,0,2,98
3045,7,0,1,2,154
3046,7,0,1,2,180
3050,7,0,0,2,187
3051,7,1,1,1,243
3054,7,0,0,2,386
3056,8,1,0,1,415
3059,7,0,1,1,425
3062,7,1,0,1,104
3066,7,1,1,1,106
3067,7,1,0,2,448
3069,7,1,0,2,157
3070,7,0,0,2,394
3073,7,0,1,1,65
3074,8,0,1,1,249
3076,7,1,0,1,143
3077,8,1,0,1,415
3078,8,1,1,2,39
3080,7,1,0,2,62
3082,7,0,1,1,82
3083,7,0,1,1,52
3084,8,0,1,2,210
3085,7,1,1,2,77
3086,8,0,1,1,299
3087,7,1,0,1,400
3088,7,0,1,1,314
3089,8,0,0,1,295
3090,7,0,0,1,210
3091,8,1,1,1,101
3093,8,0,1,2,298
3095,7,1,0,1,143
3097,7,1,1,1,323
3098,8,1,1,1,14
3100,7,0,1,2,370
3103,7,1,0,1,400
3105,7,1,1,1,183
3108,8,0,1,1,96
3109,7,1,0,1,276
3110,8,1,1,1,410
3111,7,1,0,1,419
3112,7,0,0,1,210
3115,7,0,1,1,291
3116,7,1,1,1,383
3117,7,1,1,1,287
3119,7,1,1,2,67
3120,7,1,1,1,283
3121,8,0,0,1,449
3122,7,0,0,1,307
3123,7,1,1,1,152
3125,8,0,0,1,449
3126,7,0,1,1,396
3127,8,1,1,1,323
3128,7,1,0,2,131
3129,7,1,0,1,2
3130,7,0,1,1,310
3131,7,0,0,1,253
3132,7,0,1,2,288
3133,7,1,0,1,79
3134,7,0,1,2,97
3135,8,1,1,1,42
3136,8,1,1,2,324
3137,8,0,1,2,256
3139,7,1,1,1,76
3141,7,0,1,2,129
3144,7,1,0,2,158
3145,7,0,1,1,362
3146,7,0,0,1,452
3150,8,0,0,1,371
3152,7,0,1,1,186
3153,8,0,1,99,183
3155,8,1,0,1,400
3157,7,0,0,1,390
3158,7,1,1,2,451
3162,8,0,0,2,357
3163,7,0,1,1,361
3164,8,0,1,1,193
3165,8,1,1,1,391
3168,7,0,1,2,406
3169,7,1,1,2,219
3170,7,1,1,1,151
3171,7,1,0,1,114
3172,7,0,0,2,195
3174,7,1,0,2,415
3175,7,1,0,1,2
3177,7,1,0,2,144
3178,8,1,0,2,218
3179,7,0,1,1,372
3180,7,1,1,2,27
3182,7,1,0,1,419
3183,7,0,1,2,6
3184,8,0,1,2,106
3186,8,1,0,2,68
3188,7,0,0,1,98
3189,7,1,0,1,284
3190,7,1,1,1,5
3191,7,0,1,1,432
3196,7,1,0,1,144
3197,8,1,1,2,104
3198,7,0,0,1,175
3200,7,1,0,2,126
3201,7,1,0,1,177
3203,7,1,1,1,231
3204,7,1,0,2,175
3206,7,1,0,2,177
3207,7,0,1,1,157
3209,8,1,1,2,228
3212,8,0,0,1,46
3213,7,0,0,2,143
3214,8,0,1,2,266
3216,7,1,0,1,90
3217,7,0,0,2,98
3218,7,0,0,2,138
3220,8,0,1,1,408
3221,7,0,0,1,394
3223,8,0,0,1,171
3225,7,1,0,2,276
3226,7,1,1,2,33
3227,7,1,0,2,138
3228,7,1,1,1,189
3229,8,0,1,2,415
3232,7,0,0,2,107
3233,8,1,0,1,202
3234,8,0,1,1,70
3235,7,1,1,2,137
3236,7,1,0,2,17
3237,7,0,0,1,100
3238,8,1,1,2,67
3239,7,0,0,1,171
3240,7,1,0,1,294
3241,7,1,0,2,411
3244,7,0,0,1,175
3245,7,0,1,1,334
3247,8,0,0,1,195
3248,8,1,0,1,59
3253,8,1,1,2,320
3255,7,1,1,1,163
3256,7,0,0,1,195
3257,8,0,0,2,131
3259,7,0,1,1,442
3261,7,0,1,1,329
3262,7,0,1,1,99
3263,7,0,1,1,32
3264,7,0,0,2,104
3265,8,1,1,2,409
3266,8,0,1,2,419
3267,7,1,0,1,406
3268,7,1,1,2,98
3269,8,0,1,2,101
3270,7,1,1,1,19
3271,7,1,0,1,444
3274,8,1,0,2,35
3276,7,0,0,2,110
3278,7,0,0,2,415
3279,7,1,0,2,157
3282,8,0,1,1,116
3283,7,0,1,2,301
3285,7,0,0,2,390
3287,8,0,1,1,58
3288,7,0,0,2,103
3289,8,1,0,1,124
3290,7,0,0,2,171
3291,7,1,1,2,220
3293,7,1,1,1,32
3294,7,0,0,1,267
3298,7,1,0,2,62
3321,7,0,0,2,303
3329,7,1,1,1,434
3336,7,1,1,2,124
3338,7,0,0,1,273
3342,7,1,1,1,192
3347,8,0,1,1,352
3350,7,1,1,1,226
3357,7,1,0,1,277
3358,7,1,1,2,118
3360,8,0,0,1,362
3363,7,0,1,2,305
3364,8,0,0,2,406
3365,7,0,1,1,57
3367,8,0,0,1,109
3368,7,1,1,1,299
3371,7,1,0,1,175
3374,8,0,1,2,132
3376,8,0,0,2,176
3377,8,1,0,2,80
3378,8,0,1,2,52
3379,8,1,0,2,296
3380,7,0,1,1,419
3381,7,1,1,1,6
3382,8,0,1,1,288
3383,7,1,1,1,41
3384,7,1,1,1,139
3385,8,1,0,1,63
3386,7,0,0,1,307
3387,7,0,1,2,271
3388,8,0,1,2,172
3389,8,0,1,2,233
3392,7,1,0,1,177
3393,7,0,1,1,284
3395,7,0,0,1,306
3397,7,1,1,1,74
3398,7,0,1,1,188
3400,7,0,1,2,202
3401,7,0,1,2,90
3402,7,1,0,1,138
3404,7,0,0,2,100
3406,8,1,1,2,227
3408,7,1,1,2,301
3410,7,1,0,2,131
3411,8,0,1,2,389
3413,8,0,0,2,104
3414,7,0,1,1,421
3415,7,1,0,1,143
3417,7,1,1,1,402
3418,8,1,0,1,59
3419,7,1,1,1,35
3420,7,0,1,1,320
3422,7,0,0,2,110
3423,7,1,0,2,448
3424,7,1,0,1,9
3425,7,0,1,1,359
3426,7,0,1,2,244
3427,7,1,0,2,102
3432,7,0,1,1,450
3433,8,1,1,1,201
3434,7,0,1,1,263
3435,7,1,0,2,334
3436,8,1,0,1,450
3439,7,1,1,1,155
3440,8,1,0,99,5
3441,7,1,0,2,294
3443,7,1,1,1,206
3444,8,0,1,2,67
3446,8,1,0,2,180
3448,7,1,1,1,59
NA,8,0,1,99,207
NA,7,1,1,99,246
NA,7,99,0,99,206
NA,7,1,0,99,334
NA,7,1,0,99,102
NA,8,99,1,99,269
NA,8,1,0,99,411
NA,8,1,0,99,450
NA,8,1,0,99,63
NA,7,0,1,99,383
NA,7,0,1,99,184
NA,8,1,1,99,380
NA,7,1,0,99,411
NA,7,99,0,99,171
NA,7,1,1,99,346
NA,8,1,0,99,202
NA,8,0,1,99,108
NA,8,0,1,99,392
NA,8,0,0,99,295
NA,8,0,0,99,109
NA,8,0,1,99,161
NA,7,1,1,99,286
NA,7,1,1,99,343
NA,7,0,1,99,315
NA,7,0,0,99,13
NA,7,1,0,99,187
NA,7,1,1,99,12
NA,7,1,1,99,412
NA,7,1,1,99,454
NA,7,99,0,99,424
NA,7,0,1,99,159
NA,7,1,1,99,182
NA,7,1,0,99,415
NA,8,0,1,99,240
NA,8,0,0,99,171
NA,8,0,1,99,270
NA,8,0,1,99,327
NA,99,1,0,99,378
NA,7,1,0,99,277
